id,condition,source_locale,target_locale,source_text,source_intent,donor_text,donor_intent,generation,target_language_success,delta_over_H,source_intent_preserved,donor_intent_leakage
15651,random_zs,zh-CN,ar-SA,向客服发送报告,47,وهي أعلى قمة في العالم,49,"
        if (this.is_login) {
            this.get_user_info();
        } else {
            this.get_",False,0.7537251114845276,False,False
6623,alpha_0,ar-SA,zh-CN,مين طورك,12,把房间的灯在下午六点变成琥珀色,1," يا جماعة
اللي بيقول انها ماعندها شي
اللي بيقول انها ماعندها شي
اللي بيقول",False,1.1053491830825806,True,False
6623,alpha_075,ar-SA,zh-CN,مين طورك,12,把房间的灯在下午六点变成琥珀色,1," في 2019

I love this song

I love this song

I love this song

I love this song

I love this song

",False,1.1053491830825806,False,False
6623,random_zs,ar-SA,zh-CN,مين طورك,12,把房间的灯在下午六点变成琥珀色,1," понты,
من يطلع على حكاية
من يطلع على حكاية
من يطلع على حكاية
",False,1.1053491830825806,True,False
17147,alpha_0,zh-CN,ar-SA,用以下内容回复邮件你好,33,امسح من التقويم حقي اجتماع الساعة تسعة الصبح,30,，我叫张三，我来自中国，我正在寻找一个工作，我正在寻找一个工作，我正在寻找一个工作，我正在寻找一个,False,0.6639010310173035,False,False
17147,alpha_075,zh-CN,ar-SA,用以下内容回复邮件你好,33,امسح من التقويم حقي اجتماع الساعة تسعة الصبح,30,"
English: Reply to email with the following content Hi, I am a student at the University of California, Berkeley. I am currently working on a project",False,0.6639010310173035,False,False
17147,random_zs,zh-CN,ar-SA,用以下内容回复邮件你好,33,امسح من التقويم حقي اجتماع الساعة تسعة الصبح,30,",
1. 100% 100% 100% 100% 100% 10",False,0.6639010310173035,False,False
3819,alpha_0,ar-SA,zh-CN,بليز قيّم الاغنية خمس نجوم,43,我现在没有足够的钱购买任天堂游戏机你能把它从我的亚马逊愿望清单中删除吗,53,"
بليز قيّم الاغنية خمس نجوم
بليز قيّم الاغنية خمس نجوم
بليز قيّم الاغ",False,0.8972543478012085,True,False
3819,alpha_075,ar-SA,zh-CN,بليز قيّم الاغنية خمس نجوم,43,我现在没有足够的钱购买任天堂游戏机你能把它从我的亚马逊愿望清单中删除吗,53,"，因为这首歌是他的第一首作品，所以他很骄傲。

他认为这首歌是他的第一首作品，所以他很骄傲。

",True,0.8972543478012085,True,False
3819,random_zs,ar-SA,zh-CN,بليز قيّم الاغنية خمس نجوم,43,我现在没有足够的钱购买任天堂游戏机你能把它从我的亚马逊愿望清单中删除吗,53,".

The song is about a man who is in love with a woman who is not interested in him. He is trying to get her attention, but she",False,0.8972543478012085,False,False
6713,alpha_0,zh-CN,ar-SA,取消周三的商务会议,30,ضع العاطي,20,"，我决定去海边散散步。

我从酒店出发，沿着海边走，一路欣赏着海景。

海边有很多小",False,0.6771188974380493,False,False
6713,alpha_075,zh-CN,ar-SA,取消周三的商务会议,30,ضع العاطي,20," في 10:00 صباحًا.

<h2><strong>1.</strong> <strong>تغيير</strong> <strong>الوقت</strong> <strong>الوقت</strong> ",True,0.6771188974380493,False,False
6713,random_zs,zh-CN,ar-SA,取消周三的商务会议,30,ضع العاطي,20,"

[User 0001]

<blockquote><b>取消周三的商务会议</b>

<b>取消周三的商务会议</b>

<b>取消周",False,0.6771188974380493,False,False
329,alpha_0,ar-SA,zh-CN,المسافر راح,45,设个上午六点三十分的闹钟,48, يذهب إلى مكان ما، ويرى فيه ما لم يراه من قبل، ويرى فيه ما لم يراه من قبل، ويرى فيه,False,1.1877297163009644,False,False
329,alpha_075,ar-SA,zh-CN,المسافر راح,45,设个上午六点三十分的闹钟,48,มา 100000000000000000000000000000,False,1.1877297163009644,False,False
329,random_zs,ar-SA,zh-CN,المسافر راح,45,设个上午六点三十分的闹钟,48, 100% 100% 100% 100% 100% 100% 1,False,1.1877297163009644,False,False
486,alpha_0,zh-CN,ar-SA,纽约市现在几点,0,olly ابي شوية اضاءة خافتة,31,钟？纽约市现在几点钟？纽约市现在几点钟？纽约市现在几点钟？纽约市现在几点钟？纽约市现在几点钟？,False,0.7381629943847656,False,False
486,alpha_075,zh-CN,ar-SA,纽约市现在几点,0,olly ابي شوية اضاءة خافتة,31,"钟

纽约市现在几点钟

纽约市现在几点钟

纽约市现在几点钟

纽约市现在几点钟

纽约市现在几点钟

",False,0.7381629943847656,False,False
486,random_zs,zh-CN,ar-SA,纽约市现在几点,0,olly ابي شوية اضاءة خافتة,31," (1)

1. 纽约市现在几点？

2. 纽约市现在几点？

3. 纽约市现在几点？

4",False,0.7381629943847656,False,False
7120,alpha_0,ar-SA,zh-CN,اعرضلي جدول مواعيدي اليوم,32,请启动咖啡机,56, من خلال تطبيق مواعيد اليوم، حيث يعتبر تطبيق مواعيد اليوم من أهم التطبيقات التي تتيح لك معرفة مواعيد اليوم,False,0.8682467937469482,False,False
7120,alpha_075,ar-SA,zh-CN,اعرضلي جدول مواعيدي اليوم,32,请启动咖啡机,56,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكنني أن أكتب ""اعرضلي جدول",False,0.8682467937469482,False,False
7120,random_zs,ar-SA,zh-CN,اعرضلي جدول مواعيدي اليوم,32,请启动咖啡机,56," 10/01/2023

<h2><strong>اعرضلي جدول مواعيدي اليوم</strong></h2>

<strong>اعرضلي جدول مواع",False,0.8682467937469482,False,False
1982,alpha_0,zh-CN,ar-SA,设个上午六点三十分的闹钟,48,ما هو القفطان,26,"响了，我从床上爬起来，洗漱完毕，吃过早饭，收拾好东西，准备出门。

我穿好衣服，打开",False,0.6786991357803345,False,False
1982,alpha_075,zh-CN,ar-SA,设个上午六点三十分的闹钟,48,ما هو القفطان,26,"

我睡不着

我睡不着

我睡不着

我睡不着

我睡不着

我睡不着

我睡不着

我睡不着",False,0.6786991357803345,False,False
1982,random_zs,zh-CN,ar-SA,设个上午六点三十分的闹钟,48,ما هو القفطان,26, di 100000000000000000000000000000,False,0.6786991357803345,False,False
13348,alpha_0,ar-SA,zh-CN,أريد أن أسألك عن عدد الملائكة الذين يمكنهم الرقص على رأس الدبوس,12,太阳有多远,49,".

أريد أن أسألك عن عدد الملائكة الذين يمكنهم الرقص على رأس الدبوس.

أريد أن أسألك عن عدد",False,0.6603325605392456,True,False
13348,alpha_075,ar-SA,zh-CN,أريد أن أسألك عن عدد الملائكة الذين يمكنهم الرقص على رأس الدبوس,12,太阳有多远,49,"。

<h2><strong>عدد الملائكة الذين يمكنهم الرقص على رأس الدبوس</strong></h2>

<strong>عدد الملائكة الذين يمكنهم الرقص على رأس",False,0.6603325605392456,True,False
13348,random_zs,ar-SA,zh-CN,أريد أن أسألك عن عدد الملائكة الذين يمكنهم الرقص على رأس الدبوس,12,太阳有多远,49,".

<h2>ما هو عدد الملائكة؟</h2>

العدد الملائكي هو عدد الملائكة الذين يمكنهم الرقص على رأس الدبوس.",False,0.6603325605392456,False,False
3886,alpha_0,zh-CN,ar-SA,当前罗列的任何闹钟,23,علم اليوم كبداية الرجيم حقي,50,"都无法在iPhone上运行。

我正在使用Apple Watch和iPhone 11 Pro Max。

我尝试了以下所有设置：

* ",False,0.679953932762146,False,False
3886,alpha_075,zh-CN,ar-SA,当前罗列的任何闹钟,23,علم اليوم كبداية الرجيم حقي,50," لا يمكن أن يظهر في القائمة.

<h2>问题</h2>

* <strong>Android</strong>: 4.4.2
* <strong>Android Studio",True,0.679953932762146,False,False
3886,random_zs,zh-CN,ar-SA,当前罗列的任何闹钟,23,علم اليوم كبداية الرجيم حقي,50," are the best way to get the most out of your phone.

The app is a great way to get the most out of your phone.

The app",False,0.679953932762146,False,False
12856,alpha_0,ar-SA,zh-CN,الاتجاهات من فضلك,42,这附近有什么商店,19,"م

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكنني استخدام هذه الكلمات في عبارة",False,1.3029463291168213,False,False
12856,alpha_075,ar-SA,zh-CN,الاتجاهات من فضلك,42,这附近有什么商店,19,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن أن أقول ""الاتجاهات من فض",False,1.3029463291168213,False,False
12856,random_zs,ar-SA,zh-CN,الاتجاهات من فضلك,42,这附近有什么商店,19,"

[User 0001]

I'm trying to translate the following sentence:

""I'm trying to find a way to get",False,1.3029463291168213,False,False
6034,alpha_0,zh-CN,ar-SA,咖啡,56,أظهر لي آخر إشعارات,27,馆的老板，在咖啡馆里，每天都忙着做生意，忙着招待客人，忙着招待客人，忙着招待客人，忙,False,0.8657804131507874,False,False
6034,alpha_075,zh-CN,ar-SA,咖啡,56,أظهر لي آخر إشعارات,27," لذيذ

[User 0001]

Hi,

I'm trying to translate the following sentence:

""I'm going",True,0.8657804131507874,False,False
6034,random_zs,zh-CN,ar-SA,咖啡,56,أظهر لي آخر إشعارات,27," 100% Arabica

<strong><em><u>Aromatics:</u></em></strong>

<strong><em><u>Sweet, fruity, floral, and nutty.</u>",False,0.8657804131507874,True,False
15987,alpha_0,ar-SA,zh-CN,ظيف هذا email الجديد مع جهات الإتصال,15,关闭吸顶灯,40," الخاصة بك.
English: This email address is already registered.",False,0.7480769753456116,True,False
15987,alpha_075,ar-SA,zh-CN,ظيف هذا email الجديد مع جهات الإتصال,15,关闭吸顶灯,40,"

[User 0001]

Hi,

I'm trying to translate this sentence:

""ظيف هذا email الجديد مع جهات",False,0.7480769753456116,False,False
15987,random_zs,ar-SA,zh-CN,ظيف هذا email الجديد مع جهات الإتصال,15,关闭吸顶灯,40,".

[User 0001]

Hi,

I'm trying to translate this sentence:

""This email is sent to you as",False,0.7480769753456116,False,False
17011,alpha_0,zh-CN,ar-SA,你可以发电子邮件给,33,المدينة,11,"他们，他们会给你一个电话号码，然后你可以打电话给他们。

你可以打电话给他们，他们会给你一个电话号码，然后你可以打电话给他们。",False,0.7269260883331299,False,False
17011,alpha_075,zh-CN,ar-SA,你可以发电子邮件给,33,المدينة,11, <strong><em><u><strong><em><u><strong><em><u><strong><em><u><strong><em><u><strong><em><u><strong><em><u><strong><em><u><strong><em><u><strong><em><u><strong>,False,0.7269260883331299,False,False
17011,random_zs,zh-CN,ar-SA,你可以发电子邮件给,33,المدينة,11,"

[User 0001]

Hi,

I'm trying to translate the following sentence:

""You can send an email to the",False,0.7269260883331299,False,False
9156,alpha_0,ar-SA,zh-CN,ذكر,50,这歌手是誰,57," موقع ""الجزيرة"" أن ""الجزيرة"" أعلنت عن إطلاق خدمة ""الجزيرة"" للبريد الإلكتروني، وذلك من",False,0.9805635809898376,False,False
9156,alpha_075,ar-SA,zh-CN,ذكر,50,这歌手是誰,57,ى شهادت امام حسن عسکری (ع) در روزهای اخیر با برگزاری مراسم‌های مختلف در سراسر کشور و با حضور مردم و مسئولان برگزار شد,False,0.9805635809898376,False,False
9156,random_zs,ar-SA,zh-CN,ذكر,50,这歌手是誰,57, is a word that is used in the Quran to describe the state of being in a state of being in a state of being in a state of being in a,False,0.9805635809898376,False,False
11904,alpha_0,zh-CN,ar-SA,这周末这里发生了什么,6,شغل اغاني من قائمة أغاني رومانسية,45,"？

1. <strong>2019年11月23日</strong>

  * <strong>2019年11月2",False,0.6898343563079834,False,False
11904,alpha_075,zh-CN,ar-SA,这周末这里发生了什么,6,شغل اغاني من قائمة أغاني رومانسية,45,"؟

<strong>1.</strong> <strong>2019年10月12日，</strong><strong>中国</strong><strong>国家主席习近平</strong><strong>在</strong>",False,0.6898343563079834,False,False
11904,random_zs,zh-CN,ar-SA,这周末这里发生了什么,6,شغل اغاني من قائمة أغاني رومانسية,45,"?

The weekend is coming!

What are you going to do?

我打算去海边。

I'm going to the beach.

",False,0.6898343563079834,False,False
12469,alpha_0,ar-SA,zh-CN,الرياض بالقطار,2,请于二月四号下午两点在青城公园增加练习,50,"

[User 0001]

<b>الرياض بالقطار</b>

<b>الرياض بالقطار</b>

<b>الرياض بالقطار",False,1.0532333850860596,False,False
12469,alpha_075,ar-SA,zh-CN,الرياض بالقطار,2,请于二月四号下午两点在青城公园增加练习,50,"
English: The Kingdom of Saudi Arabia is a country in Western Asia, located in the southwestern corner of the Arabian Peninsula. It shares borders with Jordan to",False,1.0532333850860596,False,False
12469,random_zs,ar-SA,zh-CN,الرياض بالقطار,2,请于二月四号下午两点在青城公园增加练习,50,"
English: The 10 Best Things to Do in Riyadh, Saudi Arabia The 10 Best Things to Do in Riyadh, Saudi Arabia Riyadh is",False,1.0532333850860596,False,False
3542,alpha_0,zh-CN,ar-SA,把客厅灯光改成绿色和红色,1,هل يمكن أن تخبرني عن مملكة الحيوانات في الصحراء العربية,12,"，效果如何？

客厅是家中的重要空间，也是人们休息、娱乐、社交的场所，因此客厅的装修设计非常重要。客厅的",False,0.6435060501098633,False,True
3542,alpha_075,zh-CN,ar-SA,把客厅灯光改成绿色和红色,1,هل يمكن أن تخبرني عن مملكة الحيوانات في الصحراء العربية,12,"

客厅灯光改成绿色和红色，可以营造出一种温馨舒适的氛围，同时也能给人带来一种放松和舒适的感觉。绿色和红色是",False,0.6435060501098633,True,False
3542,random_zs,zh-CN,ar-SA,把客厅灯光改成绿色和红色,1,هل يمكن أن تخبرني عن مملكة الحيوانات في الصحراء العربية,12,"

　　<strong>1、客厅灯光</strong>

　　客厅是整个家居的中心，也是人们聚会、娱乐、休息的地方，所以客厅的灯光设计",False,0.6435060501098633,False,False
12098,alpha_0,ar-SA,zh-CN,وريني الفعاليات الغنائية القريبة,6,谁是只要有你的歌手,57, من المهرجان، وخاصة في الفترة الأخيرة، التي شهدت إقبالا كبيرا من قبل الجمهور، حيث أطلقت الفنانة,False,1.0877535343170166,True,False
12098,alpha_075,ar-SA,zh-CN,وريني الفعاليات الغنائية القريبة,6,谁是只要有你的歌手,57, 的时间表 2019-09-11 10:00:00 来源: 2019-,True,1.0877535343170166,False,False
12098,random_zs,ar-SA,zh-CN,وريني الفعاليات الغنائية القريبة,6,谁是只要有你的歌手,57, <strong>“</strong><strong>مهرجان</strong> <strong>ال</strong><strong>غناء</strong> <strong>ال</strong><strong>غنائي</strong> <strong>ال</strong><strong>ال,False,1.0877535343170166,False,False
3481,alpha_0,zh-CN,ar-SA,播放林俊杰最热门的歌曲,45,ضيف فعالية اليوم الوطني في التقويم حقك,50,"《爱到深处》

林俊杰《爱到深处》歌词

爱到深处

林俊杰

爱到深处

爱到深处

",False,0.7316315770149231,False,False
3481,alpha_075,zh-CN,ar-SA,播放林俊杰最热门的歌曲,45,ضيف فعالية اليوم الوطني في التقويم حقك,50,"

林俊杰最热门的歌曲

林俊杰最热门的歌曲

林俊杰最热门的歌曲

林俊杰最热门的歌曲",False,0.7316315770149231,True,False
3481,random_zs,zh-CN,ar-SA,播放林俊杰最热门的歌曲,45,ضيف فعالية اليوم الوطني في التقويم حقك,50,"

林俊杰最热门的歌曲

林俊杰最热门的歌曲

林俊杰最热门的歌曲

林俊杰最热门的歌曲",False,0.7316315770149231,True,False
6295,alpha_0,ar-SA,zh-CN,أنا أكره كم من وقت طويل تحصل الاختناقات المرورية,12,沃尔玛股票的价格是涨是跌,4, في مصر، وخاصة في القاهرة، وخاصة في ساعات الذروة، وخاصة في الشوارع الرئيسية، وخاصة في الش,False,0.9004096388816833,False,False
6295,alpha_075,ar-SA,zh-CN,أنا أكره كم من وقت طويل تحصل الاختناقات المرورية,12,沃尔玛股票的价格是涨是跌,4,，因为我不能开车，所以我不能开车，所以我不能开车，所以我不能开车，所以我不能开车，所以我不能开车，所以,True,0.9004096388816833,True,False
6295,random_zs,ar-SA,zh-CN,أنا أكره كم من وقت طويل تحصل الاختناقات المرورية,12,沃尔玛股票的价格是涨是跌,4,", nhưng tôi không thể ngừng.

Tôi không thể ngừng.

Tôi không thể ngừng.

Tôi không thể ngừng.

Tôi không thể ngừng.

",False,0.9004096388816833,True,False
768,alpha_0,zh-CN,ar-SA,告诉我最近的时政新闻,22,أليكسا يرجى إرسال البريد الإلكتروني إلى ماما,33,，我最近的时政新闻是，美国总统特朗普在推特上说，美国将对中国进行贸易战，美国将对中国进行贸易战,False,0.7003806829452515,False,False
768,alpha_075,zh-CN,ar-SA,告诉我最近的时政新闻,22,أليكسا يرجى إرسال البريد الإلكتروني إلى ماما,33,"

我最近的时政新闻是关于中国和美国之间的贸易战。中国政府最近宣布将对美国进口商品征收高达50%的",False,0.7003806829452515,True,False
768,random_zs,zh-CN,ar-SA,告诉我最近的时政新闻,22,أليكسا يرجى إرسال البريد الإلكتروني إلى ماما,33,", 100% 100% 100% 100% 100% 100% ",False,0.7003806829452515,False,False
10940,alpha_0,ar-SA,zh-CN,ابدأ قائمة تسوق جديدة,21,播放最后的自由主义者播客,58," من خلال النقر على زر ""ابدأ"" في أعلى اليسار.

قم بتحديد المنتج الذي تريد شرائه من القائمة.

قم بت",False,0.8620104193687439,False,False
10940,alpha_075,ar-SA,zh-CN,ابدأ قائمة تسوق جديدة,21,播放最后的自由主义者播客,58,"

<h2><strong>الوصف</strong></h2>

<strong>الوصف:</strong>

<strong>محتويات:</strong>

<strong>الوصف:</strong>

<strong>محتويات:",False,0.8620104193687439,False,False
10940,random_zs,ar-SA,zh-CN,ابدأ قائمة تسوق جديدة,21,播放最后的自由主义者播客,58,"

<h2><strong>1.</strong> <strong>تطبيق</strong> <strong>WhatsApp</strong></h2>

تطبيق WhatsApp هو تطبيق رسائل نصية يوفر لك القدرة على",False,0.8620104193687439,False,False
11417,alpha_0,zh-CN,ar-SA,开始下一集,58,شغل من اللسته حقتي أغاني,45,"

“你……你……你……”

“你……你……你……”

“你……你……你……”

“你……你……”

“",False,0.7467488050460815,False,False
11417,alpha_075,zh-CN,ar-SA,开始下一集,58,شغل من اللسته حقتي أغاني,45,"
English: Start next episode",False,0.7467488050460815,False,False
11417,random_zs,zh-CN,ar-SA,开始下一集,58,شغل من اللسته حقتي أغاني,45,"
English: Start Next Episode",False,0.7467488050460815,False,False
15560,alpha_0,ar-SA,zh-CN,انشر على فيسبوك انا جائع,47,问一下今天晚上的天气,13, وانا جائع وانا جائع وانا جائع وانا جائع وانا جائع وانا جائع وانا جائع وانا جائع,False,0.9880032539367676,False,False
15560,alpha_075,ar-SA,zh-CN,انشر على فيسبوك انا جائع,47,问一下今天晚上的天气,13,"

* 

  Share

* 

  Tweet

* 

  Share

* 

  Share

* 

  Share

*",False,0.9880032539367676,True,False
15560,random_zs,ar-SA,zh-CN,انشر على فيسبوك انا جائع,47,问一下今天晚上的天气,13," e-mail: info@sante-nature.com

<h2><strong>Sante Nature</strong></h2>

<strong>Sante Nature</strong> est une entreprise spécialisée dans la",False,0.9880032539367676,True,False
14530,alpha_0,zh-CN,ar-SA,通知我当英镑兑美元的汇率到我预期的数值,10,هل ستكون ليلة لزجة,13,"。

我将使用以下公式：

<code>$1 = 1.25 * $1.25
</code>

我将使用以下公式",False,0.5826506018638611,False,False
14530,alpha_075,zh-CN,ar-SA,通知我当英镑兑美元的汇率到我预期的数值,10,هل ستكون ليلة لزجة,13,".

I want to know the exchange rate of pound to dollar at my expected value.

我需要知道美元兑英镑的汇率.

I",False,0.5826506018638611,True,False
14530,random_zs,zh-CN,ar-SA,通知我当英镑兑美元的汇率到我预期的数值,10,هل ستكون ليلة لزجة,13,".

I want to know the exchange rate of GBP to USD.

我需要知道英镑兑美元的汇率.

I need to know the",False,0.5826506018638611,True,False
8461,alpha_0,ar-SA,zh-CN,وش هي مشاريعي لشهر مايو,32,提高音量,14,"؟

[User 0001]

السلام عليكم ورحمة الله وبركاته

أريد أن أكتب مشروعين لشهر مايو",False,0.9579707384109497,False,False
8461,alpha_075,ar-SA,zh-CN,وش هي مشاريعي لشهر مايو,32,提高音量,14," 2019

[User 0001]

السلام عليكم ورحمة الله وبركاته

أريد أن أكتب مشروع",False,0.9579707384109497,False,False
8461,random_zs,ar-SA,zh-CN,وش هي مشاريعي لشهر مايو,32,提高音量,14," 2019.

<h2>1.</h2>

* <strong>K-pop</strong>

K-pop is a genre of popular music that originated in",False,0.9579707384109497,False,False
17157,alpha_0,zh-CN,ar-SA,我有任何来自韩梅梅的新的电子邮件吗,44,شنو جيولوجيا هذا المكان,12,"？

我有一个新的电子邮件地址，我将使用它来发送电子邮件。

我有一个新的电子邮件地址，我将使用它来发送电子邮件。

",False,0.769199550151825,True,False
17157,alpha_075,zh-CN,ar-SA,我有任何来自韩梅梅的新的电子邮件吗,44,شنو جيولوجيا هذا المكان,12,"?

[User 0001]

I have any new email from Han Mei Mei?

[User 0002]

I",False,0.769199550151825,True,False
17157,random_zs,zh-CN,ar-SA,我有任何来自韩梅梅的新的电子邮件吗,44,شنو جيولوجيا هذا المكان,12,"؟

[User 0001]

I have any new email from Han Mei Mei?

[User 0002]

I",True,0.769199550151825,True,False
764,alpha_0,ar-SA,zh-CN,ما هي توقعات الطقس هذا الاسبوع,13,这是几号,32," في الكويت؟

توقعات الطقس هذا الاسبوع في الكويت

توقعات الطقس هذا الاسبوع في الكويت

توقعات الط",False,0.967629611492157,True,False
764,alpha_075,ar-SA,zh-CN,ما هي توقعات الطقس هذا الاسبوع,13,这是几号,32,"؟

[User 0001]

<b>ما هي توقعات الطقس هذا الاسبوع؟</b>

<b>ما هي توقعات الطق",False,0.967629611492157,True,False
764,random_zs,ar-SA,zh-CN,ما هي توقعات الطقس هذا الاسبوع,13,这是几号,32,".

<h2>ما هي توقعات الطقس هذا الاسبوع</h2>

توقعات الطقس هذا الاسبوع.

توقعات الطقس",False,0.967629611492157,True,False
7185,alpha_0,zh-CN,ar-SA,我下次李医生的预约是什么时候,32,ضع تذكير متكرر حق كل أحد,50,"？

我下次李医生的预约是什么时候？

我下次李医生的预约是什么时候？

我下次李医生的预约是什么时候？

",False,0.6322913765907288,False,True
7185,alpha_075,zh-CN,ar-SA,我下次李医生的预约是什么时候,32,ضع تذكير متكرر حق كل أحد,50,"؟

我下次李医生的预约是什么时候？

我下次李医生的预约是什么时候？

我下次李医生的预约是什么时候？

",False,0.6322913765907288,False,True
7185,random_zs,zh-CN,ar-SA,我下次李医生的预约是什么时候,32,ضع تذكير متكرر حق كل أحد,50,"?

I'm not sure.

我下次李医生的预约是什么时候?

I'm not sure.

我下次李医生的预约",False,0.6322913765907288,True,False
5118,alpha_0,ar-SA,zh-CN,يشبهك قلبي,45,播放最后的自由主义者播客,58,"
English: Your heart is like mine",False,1.1300652027130127,False,False
5118,alpha_075,ar-SA,zh-CN,يشبهك قلبي,45,播放最后的自由主义者播客,58,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن أن أقول ""يشبهك قلبي",False,1.1300652027130127,False,False
5118,random_zs,ar-SA,zh-CN,يشبهك قلبي,45,播放最后的自由主义者播客,58,"

[User 0001]

I'm not sure if this is the right forum to post this in, but I'm not sure",False,1.1300652027130127,False,False
10786,alpha_0,zh-CN,ar-SA,清除我今天的活动清单,53,ما هو اسم القطعة التي تشغلها,57,"，我发现我今天没有做任何事情。

我今天没有做任何事情。

我今天没有做任何事情。

我今天没有做任何",False,0.6663556098937988,False,False
10786,alpha_075,zh-CN,ar-SA,清除我今天的活动清单,53,ما هو اسم القطعة التي تشغلها,57,".

<h2><strong>1.</strong> <strong>我的活动清单</strong></h2>

<strong>我的活动清单</strong>是<strong>我的活动清单</strong>的<strong>我的活动清单</strong>",False,0.6663556098937988,False,False
10786,random_zs,zh-CN,ar-SA,清除我今天的活动清单,53,ما هو اسم القطعة التي تشغلها,57,"

[User 0001]

Hi,

I'm trying to translate the following sentence:

""I'm trying to clear my",False,0.6663556098937988,False,False
9857,alpha_0,ar-SA,zh-CN,اختار تشغيل التسجيل من البداية,20,把购物加到我的明天的日程表上,50,".

<h2>الاستماع</h2>

* <b>الاستماع</b> (بالإنجليزية: Listening)‏ هو القدرة على فهم ما يقوله الآخرون.

",False,1.079890489578247,True,False
9857,alpha_075,ar-SA,zh-CN,اختار تشغيل التسجيل من البداية,20,把购物加到我的明天的日程表上,50,"，因为我不想让它在播放时自动停止。

我尝试了以下代码，但它没有起作用。

<code>    private void playButton",True,1.079890489578247,False,False
9857,random_zs,ar-SA,zh-CN,اختار تشغيل التسجيل من البداية,20,把购物加到我的明天的日程表上,50," til 1990.

<h2>1.</h2>

* 1990: <i>The Last of the Mohicans</i>
* ",False,1.079890489578247,False,False
4930,alpha_0,zh-CN,ar-SA,打开今天下午三点半的闹钟,48,خل ارتاح لمحمد عبده جاهزة عشان تشغلها بعد هذي,45,，打开手机，打开电脑，打开电视，打开手机，打开电脑，打开电视，打开手机，打开电脑，打开电视，打开手机，打开,False,0.674716591835022,False,False
4930,alpha_075,zh-CN,ar-SA,打开今天下午三点半的闹钟,48,خل ارتاح لمحمد عبده جاهزة عشان تشغلها بعد هذي,45,"
打开今天下午三点半的闹钟
打开今天下午三点半的闹钟
打开今天下午三点半的闹钟
打开",False,0.674716591835022,True,False
4930,random_zs,zh-CN,ar-SA,打开今天下午三点半的闹钟,48,خل ارتاح لمحمد عبده جاهزة عشان تشغلها بعد هذي,45,"
打开今天下午三点半的闹钟
打开今天下午三点半的闹钟
打开今天下午三点半的闹钟
打开",False,0.674716591835022,True,False
3444,alpha_0,ar-SA,zh-CN,هل هيا عشرة,0,增加灯光,18,؟ هل هيا عشرة؟ هل هيا عشرة؟ هل هيا عشرة؟ هل هيا عشرة؟ هل هيا عشرة؟ هل هيا عشرة؟ هل,False,1.1675012111663818,False,False
3444,alpha_075,ar-SA,zh-CN,هل هيا عشرة,0,增加灯光,18,"

[User 0001]

هل هيا عشرة
 

[User 0002]

<b>هل هيا عشرة</b>",False,1.1675012111663818,False,False
3444,random_zs,ar-SA,zh-CN,هل هيا عشرة,0,增加灯光,18,".

[User 0001]

I'm not sure if this is the right place to post this, but I'm looking for",False,1.1675012111663818,False,False
15946,alpha_0,zh-CN,ar-SA,在联系人中找到李雷,17,alexa لو سمحتي وطي الإضاءات في البيت,31,"，然后和李雷谈谈。

李雷：

李雷：

李雷：

李雷：

李雷：

李雷：",False,0.6616318225860596,False,False
15946,alpha_075,zh-CN,ar-SA,在联系人中找到李雷,17,alexa لو سمحتي وطي الإضاءات في البيت,31,"

在联系人中找到李雷

在联系人中找到李雷

在联系人中找到李雷

在联系人中找到李雷

在联系人中",False,0.6616318225860596,False,False
15946,random_zs,zh-CN,ar-SA,在联系人中找到李雷,17,alexa لو سمحتي وطي الإضاءات في البيت,31,"
English: Contact Us",False,0.6616318225860596,False,False
2545,alpha_0,ar-SA,zh-CN,كيف الجو,13,设置灯光亮度更高,18," في مصر في شهر فبراير؟

[User 0001]

كيف الجو في مصر في شهر فبراير؟
 

[User 0",False,1.126096248626709,True,False
2545,alpha_075,ar-SA,zh-CN,كيف الجو,13,设置灯光亮度更高,18," الجيد؟

[User 0001]

السلام عليكم ورحمة الله وبركاته

كيف الجيد؟

[User ",False,1.126096248626709,False,False
2545,random_zs,ar-SA,zh-CN,كيف الجو,13,设置灯光亮度更高,18,"

[User 0001]

<blockquote><b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>",False,1.126096248626709,False,False
16535,alpha_0,zh-CN,ar-SA,你可以写一封电子邮件给梅梅吗,33,اطلب اوبر مقهى إكليل الجبل,54,"？

梅梅是你的朋友吗？

梅梅是你的朋友吗？

梅梅是你的朋友吗？

梅梅是你的朋友吗",False,0.6600469946861267,False,False
16535,alpha_075,zh-CN,ar-SA,你可以写一封电子邮件给梅梅吗,33,اطلب اوبر مقهى إكليل الجبل,54,"؟

[User 0001]

Hi,

I'm writing a letter to my friend, and I want to write a sentence like",True,0.6600469946861267,True,False
16535,random_zs,zh-CN,ar-SA,你可以写一封电子邮件给梅梅吗,33,اطلب اوبر مقهى إكليل الجبل,54,"؟

[User 0001]

Hi,

I'm trying to write a letter to my friend who is in the hospital. I",True,0.6600469946861267,False,False
