example_id,concept_id,C_entity,C_country,C_continent,C_language,source_entity_id,source_country_id,provenance_url,factual_source,S_family,S_variant,text,C_split,S_split,generator,prompt_version,generation_seed
capital-024-structured,capital-024,Malé,Maldives,Asia,Maldivian,http://www.wikidata.org/entity/Q9347,http://www.wikidata.org/entity/Q826,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q826,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Maldives"", ""entity"": ""Malé"", ""language"": ""Maldivian""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-025-declarative,capital-025,Kuala Lumpur,Malaysia,Asia,Malay,http://www.wikidata.org/entity/Q1865,http://www.wikidata.org/entity/Q833,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q833,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Kuala Lumpur is in Malaysia, a country in Asia where Malay is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-025-question,capital-025,Kuala Lumpur,Malaysia,Asia,Malay,http://www.wikidata.org/entity/Q1865,http://www.wikidata.org/entity/Q833,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q833,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Kuala Lumpur? Answer: Malaysia; Asia; Malay.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-025-paraphrase,capital-025,Kuala Lumpur,Malaysia,Asia,Malay,http://www.wikidata.org/entity/Q1865,http://www.wikidata.org/entity/Q833,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q833,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Kuala Lumpur: country=Malaysia; continent=Asia; official language=Malay.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-025-formal,capital-025,Kuala Lumpur,Malaysia,Asia,Malay,http://www.wikidata.org/entity/Q1865,http://www.wikidata.org/entity/Q833,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q833,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Kuala Lumpur. Country: Malaysia. Continent: Asia. Official language: Malay.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-025-structured,capital-025,Kuala Lumpur,Malaysia,Asia,Malay,http://www.wikidata.org/entity/Q1865,http://www.wikidata.org/entity/Q833,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q833,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Malaysia"", ""entity"": ""Kuala Lumpur"", ""language"": ""Malay""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-029-declarative,capital-029,Islamabad,Pakistan,Asia,Urdu,http://www.wikidata.org/entity/Q1362,http://www.wikidata.org/entity/Q843,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q843,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Islamabad is in Pakistan, a country in Asia where Urdu is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-029-question,capital-029,Islamabad,Pakistan,Asia,Urdu,http://www.wikidata.org/entity/Q1362,http://www.wikidata.org/entity/Q843,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q843,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Islamabad? Answer: Pakistan; Asia; Urdu.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-029-paraphrase,capital-029,Islamabad,Pakistan,Asia,Urdu,http://www.wikidata.org/entity/Q1362,http://www.wikidata.org/entity/Q843,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q843,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Islamabad: country=Pakistan; continent=Asia; official language=Urdu.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-029-formal,capital-029,Islamabad,Pakistan,Asia,Urdu,http://www.wikidata.org/entity/Q1362,http://www.wikidata.org/entity/Q843,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q843,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Islamabad. Country: Pakistan. Continent: Asia. Official language: Urdu.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-029-structured,capital-029,Islamabad,Pakistan,Asia,Urdu,http://www.wikidata.org/entity/Q1362,http://www.wikidata.org/entity/Q843,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q843,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Pakistan"", ""entity"": ""Islamabad"", ""language"": ""Urdu""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-030-declarative,capital-030,Riyadh,Saudi Arabia,Asia,Arabic,http://www.wikidata.org/entity/Q3692,http://www.wikidata.org/entity/Q851,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q851,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Riyadh is in Saudi Arabia, a country in Asia where Arabic is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-030-question,capital-030,Riyadh,Saudi Arabia,Asia,Arabic,http://www.wikidata.org/entity/Q3692,http://www.wikidata.org/entity/Q851,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q851,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Riyadh? Answer: Saudi Arabia; Asia; Arabic.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-030-paraphrase,capital-030,Riyadh,Saudi Arabia,Asia,Arabic,http://www.wikidata.org/entity/Q3692,http://www.wikidata.org/entity/Q851,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q851,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Riyadh: country=Saudi Arabia; continent=Asia; official language=Arabic.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-030-formal,capital-030,Riyadh,Saudi Arabia,Asia,Arabic,http://www.wikidata.org/entity/Q3692,http://www.wikidata.org/entity/Q851,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q851,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Riyadh. Country: Saudi Arabia. Continent: Asia. Official language: Arabic.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-030-structured,capital-030,Riyadh,Saudi Arabia,Asia,Arabic,http://www.wikidata.org/entity/Q3692,http://www.wikidata.org/entity/Q851,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q851,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Saudi Arabia"", ""entity"": ""Riyadh"", ""language"": ""Arabic""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-033-declarative,capital-033,Dushanbe,Tajikistan,Asia,Tajik,http://www.wikidata.org/entity/Q9365,http://www.wikidata.org/entity/Q863,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q863,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Dushanbe is in Tajikistan, a country in Asia where Tajik is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-033-question,capital-033,Dushanbe,Tajikistan,Asia,Tajik,http://www.wikidata.org/entity/Q9365,http://www.wikidata.org/entity/Q863,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q863,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Dushanbe? Answer: Tajikistan; Asia; Tajik.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-033-paraphrase,capital-033,Dushanbe,Tajikistan,Asia,Tajik,http://www.wikidata.org/entity/Q9365,http://www.wikidata.org/entity/Q863,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q863,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Dushanbe: country=Tajikistan; continent=Asia; official language=Tajik.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-033-formal,capital-033,Dushanbe,Tajikistan,Asia,Tajik,http://www.wikidata.org/entity/Q9365,http://www.wikidata.org/entity/Q863,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q863,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Dushanbe. Country: Tajikistan. Continent: Asia. Official language: Tajik.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-033-structured,capital-033,Dushanbe,Tajikistan,Asia,Tajik,http://www.wikidata.org/entity/Q9365,http://www.wikidata.org/entity/Q863,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q863,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Tajikistan"", ""entity"": ""Dushanbe"", ""language"": ""Tajik""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-034-declarative,capital-034,Taipei,Taiwan,Asia,Taiwanese Sign Language,http://www.wikidata.org/entity/Q1867,http://www.wikidata.org/entity/Q865,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q865,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Taipei is in Taiwan, a country in Asia where Taiwanese Sign Language is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-034-question,capital-034,Taipei,Taiwan,Asia,Taiwanese Sign Language,http://www.wikidata.org/entity/Q1867,http://www.wikidata.org/entity/Q865,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q865,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Taipei? Answer: Taiwan; Asia; Taiwanese Sign Language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-034-paraphrase,capital-034,Taipei,Taiwan,Asia,Taiwanese Sign Language,http://www.wikidata.org/entity/Q1867,http://www.wikidata.org/entity/Q865,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q865,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Taipei: country=Taiwan; continent=Asia; official language=Taiwanese Sign Language.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-034-formal,capital-034,Taipei,Taiwan,Asia,Taiwanese Sign Language,http://www.wikidata.org/entity/Q1867,http://www.wikidata.org/entity/Q865,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q865,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Taipei. Country: Taiwan. Continent: Asia. Official language: Taiwanese Sign Language.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-034-structured,capital-034,Taipei,Taiwan,Asia,Taiwanese Sign Language,http://www.wikidata.org/entity/Q1867,http://www.wikidata.org/entity/Q865,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q865,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Taiwan"", ""entity"": ""Taipei"", ""language"": ""Taiwanese Sign Language""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-035-declarative,capital-035,Bangkok,Thailand,Asia,Thai,http://www.wikidata.org/entity/Q1861,http://www.wikidata.org/entity/Q869,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q869,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Bangkok is in Thailand, a country in Asia where Thai is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-035-question,capital-035,Bangkok,Thailand,Asia,Thai,http://www.wikidata.org/entity/Q1861,http://www.wikidata.org/entity/Q869,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q869,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Bangkok? Answer: Thailand; Asia; Thai.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-035-paraphrase,capital-035,Bangkok,Thailand,Asia,Thai,http://www.wikidata.org/entity/Q1861,http://www.wikidata.org/entity/Q869,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q869,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Bangkok: country=Thailand; continent=Asia; official language=Thai.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-035-formal,capital-035,Bangkok,Thailand,Asia,Thai,http://www.wikidata.org/entity/Q1861,http://www.wikidata.org/entity/Q869,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q869,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Bangkok. Country: Thailand. Continent: Asia. Official language: Thai.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-035-structured,capital-035,Bangkok,Thailand,Asia,Thai,http://www.wikidata.org/entity/Q1861,http://www.wikidata.org/entity/Q869,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q869,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Thailand"", ""entity"": ""Bangkok"", ""language"": ""Thai""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-036-declarative,capital-036,Ashgabat,Turkmenistan,Asia,Turkmen,http://www.wikidata.org/entity/Q23438,http://www.wikidata.org/entity/Q874,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q874,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Ashgabat is in Turkmenistan, a country in Asia where Turkmen is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-036-question,capital-036,Ashgabat,Turkmenistan,Asia,Turkmen,http://www.wikidata.org/entity/Q23438,http://www.wikidata.org/entity/Q874,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q874,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Ashgabat? Answer: Turkmenistan; Asia; Turkmen.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-036-paraphrase,capital-036,Ashgabat,Turkmenistan,Asia,Turkmen,http://www.wikidata.org/entity/Q23438,http://www.wikidata.org/entity/Q874,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q874,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Ashgabat: country=Turkmenistan; continent=Asia; official language=Turkmen.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-036-formal,capital-036,Ashgabat,Turkmenistan,Asia,Turkmen,http://www.wikidata.org/entity/Q23438,http://www.wikidata.org/entity/Q874,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q874,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Ashgabat. Country: Turkmenistan. Continent: Asia. Official language: Turkmen.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-036-structured,capital-036,Ashgabat,Turkmenistan,Asia,Turkmen,http://www.wikidata.org/entity/Q23438,http://www.wikidata.org/entity/Q874,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q874,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Turkmenistan"", ""entity"": ""Ashgabat"", ""language"": ""Turkmen""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-037-declarative,capital-037,Abu Dhabi,United Arab Emirates,Asia,Arabic,http://www.wikidata.org/entity/Q1519,http://www.wikidata.org/entity/Q878,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q878,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Abu Dhabi is in United Arab Emirates, a country in Asia where Arabic is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-037-question,capital-037,Abu Dhabi,United Arab Emirates,Asia,Arabic,http://www.wikidata.org/entity/Q1519,http://www.wikidata.org/entity/Q878,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q878,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Abu Dhabi? Answer: United Arab Emirates; Asia; Arabic.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-037-paraphrase,capital-037,Abu Dhabi,United Arab Emirates,Asia,Arabic,http://www.wikidata.org/entity/Q1519,http://www.wikidata.org/entity/Q878,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q878,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Abu Dhabi: country=United Arab Emirates; continent=Asia; official language=Arabic.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-037-formal,capital-037,Abu Dhabi,United Arab Emirates,Asia,Arabic,http://www.wikidata.org/entity/Q1519,http://www.wikidata.org/entity/Q878,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q878,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Abu Dhabi. Country: United Arab Emirates. Continent: Asia. Official language: Arabic.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-037-structured,capital-037,Abu Dhabi,United Arab Emirates,Asia,Arabic,http://www.wikidata.org/entity/Q1519,http://www.wikidata.org/entity/Q878,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q878,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""United Arab Emirates"", ""entity"": ""Abu Dhabi"", ""language"": ""Arabic""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-040-declarative,capital-040,Kabul,Afghanistan,Asia,Uzbek,http://www.wikidata.org/entity/Q5838,http://www.wikidata.org/entity/Q889,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q889,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Kabul is in Afghanistan, a country in Asia where Uzbek is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-040-question,capital-040,Kabul,Afghanistan,Asia,Uzbek,http://www.wikidata.org/entity/Q5838,http://www.wikidata.org/entity/Q889,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q889,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Kabul? Answer: Afghanistan; Asia; Uzbek.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-040-paraphrase,capital-040,Kabul,Afghanistan,Asia,Uzbek,http://www.wikidata.org/entity/Q5838,http://www.wikidata.org/entity/Q889,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q889,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Kabul: country=Afghanistan; continent=Asia; official language=Uzbek.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-040-formal,capital-040,Kabul,Afghanistan,Asia,Uzbek,http://www.wikidata.org/entity/Q5838,http://www.wikidata.org/entity/Q889,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q889,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Kabul. Country: Afghanistan. Continent: Asia. Official language: Uzbek.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-040-structured,capital-040,Kabul,Afghanistan,Asia,Uzbek,http://www.wikidata.org/entity/Q5838,http://www.wikidata.org/entity/Q889,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q889,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Afghanistan"", ""entity"": ""Kabul"", ""language"": ""Uzbek""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-041-declarative,capital-041,Dhaka,Bangladesh,Asia,Bangla,http://www.wikidata.org/entity/Q1354,http://www.wikidata.org/entity/Q902,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q902,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Dhaka is in Bangladesh, a country in Asia where Bangla is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-041-question,capital-041,Dhaka,Bangladesh,Asia,Bangla,http://www.wikidata.org/entity/Q1354,http://www.wikidata.org/entity/Q902,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q902,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Dhaka? Answer: Bangladesh; Asia; Bangla.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-041-paraphrase,capital-041,Dhaka,Bangladesh,Asia,Bangla,http://www.wikidata.org/entity/Q1354,http://www.wikidata.org/entity/Q902,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q902,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Dhaka: country=Bangladesh; continent=Asia; official language=Bangla.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-041-formal,capital-041,Dhaka,Bangladesh,Asia,Bangla,http://www.wikidata.org/entity/Q1354,http://www.wikidata.org/entity/Q902,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q902,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Dhaka. Country: Bangladesh. Continent: Asia. Official language: Bangla.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-041-structured,capital-041,Dhaka,Bangladesh,Asia,Bangla,http://www.wikidata.org/entity/Q1354,http://www.wikidata.org/entity/Q902,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q902,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Bangladesh"", ""entity"": ""Dhaka"", ""language"": ""Bangla""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-044-declarative,capital-044,Thimphu,Bhutan,Asia,Dzongkha,http://www.wikidata.org/entity/Q9270,http://www.wikidata.org/entity/Q917,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q917,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Thimphu is in Bhutan, a country in Asia where Dzongkha is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-044-question,capital-044,Thimphu,Bhutan,Asia,Dzongkha,http://www.wikidata.org/entity/Q9270,http://www.wikidata.org/entity/Q917,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q917,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Thimphu? Answer: Bhutan; Asia; Dzongkha.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-044-paraphrase,capital-044,Thimphu,Bhutan,Asia,Dzongkha,http://www.wikidata.org/entity/Q9270,http://www.wikidata.org/entity/Q917,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q917,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Thimphu: country=Bhutan; continent=Asia; official language=Dzongkha.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-044-formal,capital-044,Thimphu,Bhutan,Asia,Dzongkha,http://www.wikidata.org/entity/Q9270,http://www.wikidata.org/entity/Q917,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q917,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Thimphu. Country: Bhutan. Continent: Asia. Official language: Dzongkha.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-044-structured,capital-044,Thimphu,Bhutan,Asia,Dzongkha,http://www.wikidata.org/entity/Q9270,http://www.wikidata.org/entity/Q917,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q917,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Bhutan"", ""entity"": ""Thimphu"", ""language"": ""Dzongkha""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-045-declarative,capital-045,Bandar Seri Begawan,Brunei,Asia,British English,http://www.wikidata.org/entity/Q9279,http://www.wikidata.org/entity/Q921,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q921,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Bandar Seri Begawan is in Brunei, a country in Asia where British English is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-045-question,capital-045,Bandar Seri Begawan,Brunei,Asia,British English,http://www.wikidata.org/entity/Q9279,http://www.wikidata.org/entity/Q921,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q921,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Bandar Seri Begawan? Answer: Brunei; Asia; British English.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-045-paraphrase,capital-045,Bandar Seri Begawan,Brunei,Asia,British English,http://www.wikidata.org/entity/Q9279,http://www.wikidata.org/entity/Q921,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q921,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Bandar Seri Begawan: country=Brunei; continent=Asia; official language=British English.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-045-formal,capital-045,Bandar Seri Begawan,Brunei,Asia,British English,http://www.wikidata.org/entity/Q9279,http://www.wikidata.org/entity/Q921,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q921,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Bandar Seri Begawan. Country: Brunei. Continent: Asia. Official language: British English.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-045-structured,capital-045,Bandar Seri Begawan,Brunei,Asia,British English,http://www.wikidata.org/entity/Q9279,http://www.wikidata.org/entity/Q921,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q921,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Brunei"", ""entity"": ""Bandar Seri Begawan"", ""language"": ""British English""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-046-declarative,capital-046,Pretoria,South Africa,Africa,Southern Ndebele,http://www.wikidata.org/entity/Q3926,http://www.wikidata.org/entity/Q258,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q258,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Pretoria is in South Africa, a country in Africa where Southern Ndebele is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-046-question,capital-046,Pretoria,South Africa,Africa,Southern Ndebele,http://www.wikidata.org/entity/Q3926,http://www.wikidata.org/entity/Q258,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q258,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Pretoria? Answer: South Africa; Africa; Southern Ndebele.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-046-paraphrase,capital-046,Pretoria,South Africa,Africa,Southern Ndebele,http://www.wikidata.org/entity/Q3926,http://www.wikidata.org/entity/Q258,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q258,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Pretoria: country=South Africa; continent=Africa; official language=Southern Ndebele.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-046-formal,capital-046,Pretoria,South Africa,Africa,Southern Ndebele,http://www.wikidata.org/entity/Q3926,http://www.wikidata.org/entity/Q258,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q258,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Pretoria. Country: South Africa. Continent: Africa. Official language: Southern Ndebele.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-046-structured,capital-046,Pretoria,South Africa,Africa,Southern Ndebele,http://www.wikidata.org/entity/Q3926,http://www.wikidata.org/entity/Q258,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q258,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Africa"", ""country"": ""South Africa"", ""entity"": ""Pretoria"", ""language"": ""Southern Ndebele""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
